Date,Open,High,Low,Close,Volume
2018-03-08,41.22496404180873,41.61024394557519,41.128646754391646,41.56795883178711,95096400
2018-03-09,41.80758910823076,42.286838365775004,41.673679066083274,42.28213882446289,128740800
2018-03-12,42.35495548786584,42.84830325175137,42.33616449649583,42.69090270996094,128828400
2018-03-13,42.895296221645985,43.10908053311904,42.108293360008226,42.279788970947266,126774000
2018-03-14,42.362005051524825,42.408989697640614,41.77233645097069,41.92034149169922,117473600
2018-03-15,41.934447003614444,42.34322105481381,41.83343016846324,41.96968460083008,90975200
2018-03-16,41.96968729351634,42.08010321814218,41.72771288457882,41.821685791015625,157618800
2018-03-19,41.65723533010099,41.692472927584866,40.79740210449804,41.182682037353516,133787200
2018-03-20,41.16859436035156,41.53507977851933,41.09811556808077,41.16859436035156,78597600
2018-03-21,41.12158374022681,41.133330796665305,40.23356076089134,40.23591232299805,148219600
2018-03-22,39.93756864647452,40.567170949186654,39.60867245620693,39.66740417480469,165963200
2018-03-23,39.55933346018585,39.91877126601318,38.748836517333984,38.748836517333984,164115200
2018-03-26,39.48416225720845,40.665844171294374,39.10123029749921,40.58831787109375,150164800
2018-03-27,40.8020930353932,41.147435786997505,39.21398884136804,39.547584533691406,163690400
2018-03-28,39.291517090797406,39.94226549266874,38.80756833575712,39.11062240600586,166674000
2018-03-29,39.42307458789862,40.34868696132009,39.2092902915603,39.4160270690918,153594000
2018-04-02,39.1482125349196,39.68854503990623,38.638421669404664,39.15760803222656,150347200
2018-04-03,39.38313865631738,39.64390761423454,38.734741813385234,39.55933380126953,121112000
2018-04-04,38.73474290492594,40.40976902587753,38.708900806216754,40.315799713134766,138422000
2018-04-05,40.54368322890842,40.93131116470009,40.426219783553385,40.595367431640625,107732800
2018-04-06,40.16544749918795,40.52018578459094,39.514699061545755,39.55698776245117,140021200
2018-04-09,39.90938079142207,40.66349409278615,39.902333271573795,39.949317932128906,116070800
2018-04-10,40.64233717705092,40.87726398154254,40.29699448767235,40.70106887817383,113634400
2018-04-11,40.46146317657793,40.858490252276525,40.336952193450024,40.510799407958984,89726400
2018-04-12,40.738679668819444,41.1122126260653,40.651754267385165,40.91017532348633,91557200
2018-04-13,41.06051796495608,41.30953987307731,40.84203769697408,41.048770904541016,100497200
2018-04-16,41.11924207319854,41.3917580517207,41.07225742493238,41.30483627319336,86313600
2018-04-17,41.462241502852926,42.03781157474124,41.44344692448237,41.87336349487305,106421600
2018-04-18,41.77235235146113,42.00963081941792,41.553872050744566,41.77939987182617,83018000
2018-04-19,40.82089523929037,41.203827218251746,40.56247781032921,40.595367431640625,139235200
2018-04-20,40.07851960585239,40.22417309688834,38.86394471070118,38.93207550048828,261964400
2018-04-23,39.19284587149001,39.213988427152856,38.54914502750533,38.819313049316406,146062000
2018-04-24,38.920341166676565,39.07539378926643,37.874917122911945,38.27899169921875,134768000
2018-04-25,38.203814894363994,38.861610992660054,38.15448224819449,38.4457893371582,113528400
2018-04-26,38.55619871850129,38.934431141828505,38.380003557038926,38.57969284057617,111852000
2018-04-27,38.52801828272076,38.60554460333177,37.7363156395032,38.13334274291992,142623200
2018-04-30,38.08869784255944,39.29387035128862,38.020567036992176,38.82401657104492,169709600
2018-05-01,39.09417389038745,39.74961815624155,38.826357452714966,39.72612762451172,214277600
2018-05-02,41.166232425025626,41.758249112359714,40.83028873791382,41.48103713989258,266157600
2018-05-03,41.31894232653787,41.69952273908075,40.98064703329983,41.556217193603516,136272800
2018-05-04,41.875711284464984,43.28527239361948,41.85691670617901,43.18660354614258,224805200
2018-05-07,43.503765171266366,44.08873449049207,43.402748316679364,43.49906921386719,169805600
2018-05-08,43.45911564553858,43.74807464321056,43.149010508759716,43.70813751220703,113611200
2018-05-09,43.82559806745985,44.025283709446526,43.51314497325852,44.01588821411133,92844800
2018-05-10,44.10517125730131,44.723026479302476,44.084025114920664,44.64550018310547,111957200
2018-05-11,44.68795202646433,44.82237483155684,44.20685116971051,44.47570037841797,104848800
2018-05-14,44.574756968080656,44.69739103369072,44.303550683014535,44.37194061279297,83115200
2018-05-15,44.04884454020393,44.11723805875026,43.65264721346762,43.96866226196289,94780800
2018-05-16,43.88139800932075,44.4450380927892,43.86488799085089,44.37900161743164,76732400
2018-05-17,44.33656322857982,44.55117192487424,43.94979760818631,44.09837341308594,69176000
2018-05-18,44.14553369993248,44.29174885556378,43.89555155700583,43.9379997253418,73190800
2018-05-21,44.33654741341453,44.63605594874007,44.07949063514146,44.249290466308594,73603200
2018-05-22,44.426178333735365,44.5440947186547,44.0488444625845,44.13846206665039,60962800
2018-05-23,43.94742909382516,44.45446800567482,43.80828505325447,44.421451568603516,80233600
2018-05-24,44.5181593982014,44.534665823241845,43.914427996002615,44.37194061279297,92936000
2018-05-25,44.39079237378272,44.725674408100176,44.254008962832486,44.47333526611328,69844000
2018-05-29,44.24221845788827,44.513424638795456,44.07005798623047,44.312965393066406,90056400
2018-05-30,44.270515226846555,44.33654809570312,44.04883191060461,44.218631744384766,74762000
2018-05-31,44.15261508971598,44.39080491138191,43.897915245512195,44.070072174072266,109931200
2018-06-01,44.33419871518947,44.86953645162613,44.277597561320896,44.86482238769531,93770000
2018-06-04,45.19499450955699,45.61477657652399,45.12660458565633,45.239803314208984,105064800
2018-06-05,45.532239102618185,45.73741248113974,45.36479623612481,45.588836669921875,86264000
2018-06-06,45.66429450155658,45.77041851462867,45.2610189336562,45.74683380126953,83734400
2018-06-07,45.784567261595775,45.79871665000415,45.360067616734455,45.624202728271484,85388800
2018-06-08,45.08414589463377,45.279887506824466,44.7539814876387,45.209136962890625,106627200
2018-06-11,45.126595679888055,45.272810825351335,44.85774650355641,45.09829330444336,73234000
2018-06-12,45.13603715474393,45.423753444007204,45.07943599015152,45.34592819213867,67644400
2018-06-13,45.37894121591051,45.48742587356639,44.91199333844062,44.97330856323242,86553600
2018-06-14,45.17375793114149,45.17847559309577,44.86009998383357,44.996883392333984,86440400
2018-06-15,44.815309594664896,44.84596901217522,44.39788450408042,44.53466796875,246876800
2018-06-18,44.30825775933685,44.62427277739509,44.14788961977815,44.51107406616211,73939600
2018-06-19,43.66206984812118,43.94271136204255,43.26351197362925,43.791778564453125,134314000
2018-06-20,43.9474222520204,44.14787787498829,43.80120354044955,43.98279571533203,82514800
2018-06-21,44.15969562271218,44.41911316457801,43.61492238331721,43.73755645751953,102847600
2018-06-22,43.893189923219936,43.900264617780905,43.558307852752996,43.610191345214844,108801600
2018-06-25,43.251724117986754,43.610190899003925,42.62205111884842,42.96165084838867,126652400
2018-06-26,43.15504036576329,43.989886797653796,43.04891273924521,43.49463653564453,98276800
2018-06-27,43.68330846262306,44.166766421510985,43.400309822805696,43.43096923828125,101141200
2018-06-28,43.41681432174242,43.91442160952756,43.3460637711596,43.746978759765625,69460800
2018-06-29,43.93329120310292,44.14554288450888,43.136178777490194,43.65501022338867,90950800
2018-07-02,43.35077861799314,44.171475595281485,43.25644335717007,44.14317321777344,70925200
2018-07-03,44.28702293574602,44.324757032912984,43.28473392032371,43.374351501464844,55819200
2018-07-05,43.690376043945534,43.961585878435855,43.459260945558434,43.723392486572266,66416800
2018-07-06,43.72812007900286,44.43797555593009,43.67623657187615,44.32949447631836,69940800
2018-07-09,44.69030372139748,44.9685846241399,44.64313789363866,44.945003509521484,79026400
2018-07-10,44.97566225723099,45.1100850442981,44.850667597646556,44.89076232910156,63756400
2018-07-11,44.454477036854996,44.756342693838846,44.2445860160065,44.30826187133789,75326000
2018-07-12,44.697390628909154,45.140757447737556,44.64550712464103,45.05113983154297,72164400
2018-07-13,45.062925201040784,45.24215680710404,45.02047343207802,45.121883392333984,50055600
2018-07-16,45.16669673769916,45.43318534216058,44.90727923050014,45.0228385925293,60172400
2018-07-17,44.749269628425964,45.24923396629142,44.61956088081296,45.150184631347656,62138000
2018-07-18,45.228019269895334,45.232736934021425,44.791727100577305,44.90256881713867,65573600
2018-07-19,44.73511264213496,45.40959441668274,44.73511264213496,45.2515869140625,81147200
2018-07-20,45.228009428517055,45.38129929328812,44.84831851576083,45.1478271484375,82704800
2018-07-23,44.968593257655385,45.27046253001605,44.70446169267782,45.18791961669922,63957600
2018-07-24,45.38601163631743,45.67137084476869,45.29167997651918,45.51572036743164,74791600
2018-07-25,45.5298744916329,45.95201716965976,45.381298693402805,45.944942474365234,66839600
2018-07-26,45.89540663202553,46.21378224932292,45.65957390766355,45.80107498168945,76304000
2018-07-27,45.98504435892326,46.032210204748566,44.83182197565616,45.03935241699219,96096000
2018-07-30,45.25629591237076,45.32704644554842,44.5888925053046,44.786991119384766,84118000
2018-07-31,44.8789704326629,45.312901803761946,44.65256942249011,44.876609802246094,157492000
2018-08-01,46.96138309102007,47.58162086147488,46.53216569994232,47.52030563354492,271742800
2018-08-02,47.30332729077155,49.14282322186188,47.24908677289368,48.90934753417969,249616000
2018-08-03,48.82445271161577,49.227728287281295,48.458911238642635,49.05085372924805,133789600
2018-08-06,49.053214468487354,49.34800542082201,48.8338917272411,49.30555725097656,101701600
2018-08-07,49.364510878106664,49.40695904402814,48.76077604077673,48.843318939208984,102349600
2018-08-08,48.59333657702674,49.00840090208241,48.23251277433969,48.87633514404297,90102000
2018-08-09,49.41404350351956,49.473001700187574,48.864552678750876,49.2607536315918,93970400
2018-08-10,49.07378574614256,49.485575177649636,48.91048987483557,49.114017486572266,98444800
2018-08-13,49.53527563245895,49.92339766557186,49.15425310638555,49.43114471435547,103563600
2018-08-14,49.73644334784153,49.83110585938184,49.28678739016667,49.63941192626953,82992000
2018-08-15,49.51398081760587,49.87370484948711,49.30335366700067,49.755374908447266,115230400
2018-08-16,50.11272194430814,50.60024064494456,50.04645747690956,50.48427963256836,114001600
2018-08-17,50.51268281942928,51.5800175244301,50.446418345260085,51.492454528808594,141708000
2018-08-20,51.61550439065792,51.8710937996567,50.90789028088457,50.99072265625,121150800
2018-08-21,51.30785435109778,51.40015154482209,50.65230557912929,50.89133071899414,104639200
2018-08-22,50.66888111445021,51.20373113650399,50.60734723529338,50.893707275390625,76072400
2018-08-23,50.799036230072055,51.36702204650788,50.78720612628316,50.997833251953125,75532800
2018-08-24,51.2605335170676,51.3315285950125,50.90790898165346,51.156402587890625,73905600
2018-08-27,51.39068485955114,51.766976764615386,51.196625660811684,51.5776481628418,82100400
2018-08-28,51.83087145672263,52.192960731402756,51.809572937304424,51.99416732788086,91107200
2018-08-29,52.10066840120375,52.89111510335813,51.92554241033305,52.770416259765625,109019200
2018-08-30,52.83431140009816,54.01997594606434,52.63314908356902,53.25556564331055,195175200
2018-08-31,53.605826244438276,54.164343686155206,53.48513100986998,53.870887756347656,173360400
2018-09-04,54.05547385071295,54.23769932388201,53.634219632745676,54.04364013671875,109560400
2018-09-05,54.19274617173465,54.35367315366947,53.27213940080851,53.69102478027344,133332000
2018-09-06,53.539555725515555,53.804617207503874,52.37282442296422,52.79881286621094,137160000
2018-09-07,52.50298161416799,53.336021566308695,52.23318956842449,52.37281799316406,150479200
2018-09-10,52.28999626644421,52.502992310884245,51.22976108607632,51.66994857788086,158066000
2018-09-11,51.59421441290767,53.082806943997085,51.25105834056841,52.97631072998047,142996000
2018-09-12,53.2342583896033,53.24845740046068,52.027291910736004,52.31838607788086,197114800
2018-09-13,52.89820655167568,54.041273971237196,52.673380433963544,53.5821533203125,166825600
2018-09-14,53.425955304406166,53.683913646067786,52.66154508348513,52.973934173583984,127997200
2018-09-17,52.573969272752606,52.76329782110639,51.41907198896376,51.56343460083008,148780400
2018-09-18,51.542147486225396,52.502989516991164,51.383585819005404,51.64864730834961,126286800
2018-09-19,51.71017977938237,51.97523766891005,50.952868944201235,51.679412841796875,108495200
2018-09-20,52.12197723657592,52.60476183960247,51.86401520328172,52.0722770690918,106435200
2018-09-21,52.24976062216609,52.38702376647529,51.423816457857285,51.511383056640625,384986800
2018-09-24,51.31259603061541,52.363362846345964,51.26763007640745,52.252132415771484,110773600
2018-09-25,52.006007276819524,52.732554822863705,51.994173560898794,52.583457946777344,98217600
2018-09-26,52.30182536778894,52.95263993684514,52.008365862094074,52.1645622253418,95938800
2018-09-27,52.96920253094307,53.58925010243366,52.902934459235816,53.23662567138672,120724800
2018-09-28,53.198765683780366,53.44725924659931,53.016540200703474,53.4235954284668,91717600
2018-10-01,53.946605791755864,54.294496019561734,53.56795224261596,53.78330993652344,94403200
2018-10-02,53.780956173640334,54.4317708248065,53.634228207852296,54.261375427246094,99152800
2018-10-03,54.44359983400097,55.25297609687015,54.37970066265418,54.921653747558594,114619200
2018-10-04,54.61636851661356,54.98792627312138,53.657895250567,53.95608901977539,128168000
2018-10-05,53.948981542667234,54.05547775401999,52.202430676368174,53.08043670654297,134322000
2018-10-08,52.588185792016155,53.201133924424155,52.112497192021806,52.957374572753906,118655600
2018-10-09,52.92661439379682,53.78569089712608,52.59765731141301,53.69102478027344,107564000
2018-10-10,53.357337879043975,53.56796502679298,51.13036755219829,51.203731536865234,167962400
2018-10-11,50.76827309287209,51.946838159353845,50.247622134232415,50.751705169677734,212497600
2018-10-12,52.16456604729884,52.74675089335789,51.31732331289701,52.56452178955078,161351600
2018-10-15,52.33969592325769,52.498257597389845,51.419089204933876,51.44038772583008,123164000
2018-10-16,51.811933502380235,52.77277542057539,51.29838211796035,52.573978424072266,116736000
2018-10-17,52.60948287919308,52.68994635769821,51.90896816755255,52.3467903137207,91541600
2018-10-18,51.558725285783076,52.003647047544305,50.40855804234303,51.12327194213867,130325200
2018-10-19,51.606049710263214,52.36336055788579,51.456952839383014,51.90187454223633,132314800
2018-10-22,52.015462726587266,52.86034005758021,51.81430403669069,52.218990325927734,115168400
2018-10-23,51.078291300952,52.834306797919794,50.810864538749705,52.71124267578125,155071200
2018-10-24,52.68048161214551,53.066234694184615,50.77300027621806,50.90316390991211,163702000
2018-10-25,51.523215509312536,52.39175669137161,51.296020473330685,52.0178337097168,119423200
2018-10-26,51.09486330644962,52.11013614750111,50.3304529551545,51.18952941894531,189033600
2018-10-29,51.8734803819594,51.9918103235721,48.7732344672493,50.228694915771484,183742000
2018-10-30,49.97071720801397,50.924455949051364,49.5257992228298,50.47953796386719,146640000
2018-10-31,51.326790323875244,52.171664125400724,51.265256450664545,51.79537582397461,153435600
2018-11-01,51.840341976440314,52.623685518956215,51.310222601060566,52.590553283691406,233292800
2018-11-02,49.592068062043005,50.56237119763977,48.61702710758743,49.10218048095703,365314800
2018-11-05,48.34960551625416,48.370904034951764,46.898879557030305,47.708255767822266,264654800
2018-11-06,47.786352370196695,48.449000615453585,47.73192162049639,48.22417449951172,127531600
2018-11-07,48.74483931029979,49.71277742307654,48.30938596616977,49.686744689941406,133697600
2018-11-08,49.867214029541586,49.90046186109532,49.10013672914629,49.513362884521484,101450400
2018-11-09,48.81516253903021,48.924403878426105,48.03145938671116,48.558677673339844,137463200
2018-11-12,47.259635249162585,47.46149946228675,46.02233365648393,46.112579345703125,204542000
2018-11-13,45.509370087049234,46.82741236651,45.46662079150977,45.651859283447266,187531600
2018-11-14,46.0484619198116,46.18620401920022,44.15570117063731,44.3623161315918,243204000
2018-11-15,44.739915225013526,45.59011416840596,44.38606035126789,45.457122802734375,185915200
2018-11-16,45.241005490578,46.30256638175238,44.99402206817327,45.96058654785156,147713200
2018-11-19,45.122270426691934,45.28850964562058,43.93246870577776,44.13908004760742,167701200
2018-11-20,42.36030195645278,43.09650870762466,41.68109304931267,42.03019714355469,271300800
2018-11-21,42.68328983761377,42.81153410282051,41.92808729886991,41.98270797729492,124496800
2018-11-23,41.54573618072765,41.93996319137456,40.87127786952604,40.91639709472656,94496000
2018-11-26,41.379484515509546,41.548097230703135,40.43428939505379,41.4697265625,179994000
2018-11-27,40.73115914826122,41.505364622235895,40.58154566531735,41.37949752807617,165549600
2018-11-28,41.97083736594521,43.05377133611235,41.543362476736235,42.97065353393555,184250000
2018-11-29,43.37912145271232,43.41236929244246,42.201191258179286,42.640541076660156,167080000
2018-11-30,42.81627748733265,42.82577894068575,42.04207573121886,42.410179138183594,158126000
2018-12-03,43.80659869101698,43.920590773009714,43.03477043251187,43.892093658447266,163210000
2018-12-04,42.97302165192976,43.31500152005368,41.86159070426997,41.961334228515625,165377200
2018-12-06,40.79052552365589,41.507733053331634,40.472295688010675,41.49348449707031,172393600
2018-12-07,41.20138228468355,41.43886790910072,39.96883131415951,40.013954162597656,169126400
2018-12-10,39.185118502126784,40.3939191668276,38.788518040620986,40.27755355834961,248104000
2018-12-11,40.766780351835095,40.79765101673973,39.6600965485078,40.04719924926758,189126800
2018-12-12,40.467537990997414,40.828517056992325,40.13981038220844,40.158809661865234,142510800
2018-12-13,40.488922255315906,40.982892750447746,40.26568520596623,40.59816360473633,127594400
2018-12-14,40.13507230635754,40.15407159200264,39.25162545444832,39.29912185668945,162814800
2018-12-17,39.29199738823974,39.9807079005193,38.64603617439149,38.93339538574219,177151600
2018-12-18,39.2753738408261,39.78596648532235,39.04026176741648,39.439239501953125,135366000
2018-12-19,39.42260837756745,39.76696176214106,37.78158206275483,38.20905685424805,196189200
2018-12-20,38.09269489029062,38.49879692576656,36.8815203105907,37.244873046875,259092000
2018-12-21,37.25199150656966,37.560723512525044,35.53497162650569,35.79620361328125,382978400
2018-12-24,35.183489477275636,35.99094267515283,34.813012528584636,34.87001037597656,148676800
2018-12-26,35.219118612948485,37.339863486779244,34.843890893788085,37.32561492919922,234330000
2018-12-27,37.009754069156195,37.23061755574268,35.63946480198552,37.0833740234375,212468400
2018-12-28,37.403986609027776,37.64622296552479,36.70340472744858,37.102378845214844,169165600
2018-12-31,37.648591489285586,37.84570497009902,37.16174528956495,37.46097946166992,140014000
2019-01-02,36.784149594963864,37.72459429722969,36.627408207295694,37.50373077392578,148158800
2019-01-03,34.193187065618154,34.60641345184163,33.72296643560102,33.768089294433594,365248800
2019-01-04,34.32379352547417,35.278486653439785,34.15043005188284,35.20961380004883,234428400
2019-01-07,35.3141057597988,35.34498004544206,34.64914539714357,35.13124084472656,219111200
2019-01-08,35.51834447775036,36.05506423362693,35.271361057087084,35.80095291137695,164101200
2019-01-09,35.92920207933708,36.698656883144814,35.53497865783523,36.4089241027832,180396400
2019-01-10,36.21655182724987,36.56565592820539,35.82707561156554,36.52528381347656,143122800
2019-01-11,36.306794806835,36.501531088310195,35.98143711442818,36.16667556762695,108092800
2019-01-14,35.824697423210985,35.924440921467415,35.43759480894233,35.622833251953125,129756800
2019-01-15,35.68695695839793,36.427910763494,35.634709844065036,36.3519172668457,114843600
2019-01-16,36.35430090299284,37.01926139590715,36.33530161762464,36.796024322509766,122278800
2019-01-17,36.62027276354135,37.44197439864599,36.3970357565118,37.01449966430664,119284800
2019-01-18,37.40396964695978,37.4942153047529,37.04299063952881,37.24248123168945,135004000
2019-01-22,37.145127995415336,37.2211215121317,36.2450554347819,36.40654754638672,121576000
2019-01-23,36.60841555173996,36.84352767582212,36.0265763695602,36.553794860839844,92522400
2019-01-24,36.59890123781676,36.68676973887957,36.03606159804956,36.26404571533203,101766000
2019-01-25,36.92425809596469,37.5535970765076,36.6487775687618,37.46572494506836,134142000
2019-01-28,36.99788711221388,37.126131390060124,36.492045151523456,37.1190071105957,104768400
2019-01-29,37.107126146086244,37.55360024747364,36.59890709133916,36.73427200317383,166348800
2019-01-30,38.76952042341593,39.45822714683114,38.052312966631995,39.24449157714844,244439200
2019-01-31,39.4487289349215,40.13506210044691,39.080625569606816,39.527099609375,162958400
2019-02-01,39.65059867839811,40.13031699712782,39.405985168485806,39.546104431152344,130672400
2019-02-04,39.75745937470211,40.7667730276874,39.72658509160154,40.669403076171875,125982000
2019-02-05,41.05175531049415,41.57897355982607,40.930638975712235,41.365234375,144406400
2019-02-06,41.476863882454516,41.69535385122478,41.049392646908444,41.37949752807617,112958400
2019-02-07,40.94251782527925,41.30824769496477,40.45329804715444,40.59579086303711,126966800
2019-02-08,40.30481819124638,40.70311969069085,40.16886907695841,40.64349365234375,95280000
2019-02-11,40.79613874916217,40.83430028954994,40.36683051801173,40.409759521484375,83973600
2019-02-12,40.569552249159045,40.784204501347254,40.47414841763224,40.75796890258789,89134000
2019-02-13,40.877218430046,41.137187031192965,40.52661710438461,40.588626861572266,89960800
2019-02-14,40.47653877930612,40.846217281030114,40.39783197721137,40.736507415771484,87342800
2019-02-15,40.843836724374356,40.95116286674207,40.486080490292245,40.645877838134766,98507200
2019-02-19,40.476537768089266,40.889148896685995,40.42406656800364,40.76750946044922,75891200
2019-02-20,40.82951887269788,41.33753378782997,40.781818778905716,41.02986145019531,104457600
2019-02-21,40.97501734607539,41.11096283125137,40.61726108922249,40.79852294921875,68998800
2019-02-22,40.92253446530428,41.26120985514692,40.87483437251925,41.25405502319336,75652800
2019-02-25,41.537879662607395,41.945719682081254,41.48779219461515,41.55457305908203,87493600
2019-02-26,41.430551160576144,41.809771827642344,41.30175690127716,41.57842254638672,68280800
2019-02-27,41.311307838567444,41.73822869074752,41.19682321958781,41.70722198486328,111341600
2019-02-28,41.57603864043286,41.71675519338844,41.24213069934181,41.2969856262207,112861600
2019-03-01,41.56650302616348,41.77400047236852,41.234982402793754,41.73107147216797,103544800
2019-03-04,41.90279457840128,42.394112543739396,41.4925671504077,41.940956115722656,109744800
2019-03-05,41.962411577028405,41.97672124062049,41.62850365631687,41.8646240234375,78949600
2019-03-06,41.65951531314144,41.855090443606244,41.485408319904245,41.623741149902344,83241600
2019-03-07,41.46871346445025,41.60466257047475,41.027482991072056,41.141963958740234,99185600
2019-03-08,40.622028843980345,41.27791526082564,40.426453692828076,41.23975372314453,95997600
2019-03-11,41.85509203085361,42.72085956762917,41.82170159746949,42.66838836669922,128044000
2019-03-12,42.930745544199205,43.5675511663907,42.780486770223504,43.14778518676758,129870400
2019-03-13,43.46737169635389,43.71780172616493,43.150160810497724,43.33858108520508,124130000
2019-03-14,43.86091499226116,43.908618737237624,43.54132028091361,43.820369720458984,94318000
2019-03-15,44.08749085728255,44.67898009371108,43.82275112158004,44.39038848876953,156171600
2019-03-18,44.314075897314986,44.931800829531916,44.31168852645204,44.84355545043945,104879200
2019-03-19,44.92225754761337,45.07490005613711,44.34269057791804,44.48817825317383,126585600
2019-03-20,44.41662677956,45.19415263672283,44.05887055501057,44.8769416809082,124140800
2019-03-21,45.32056328063249,46.825524007003395,45.27047580378175,46.52977752685547,204136800
2019-03-22,46.58938884769909,47.14987492430253,45.50181076136391,45.56620788574219,169630800
2019-03-25,45.67592017387485,45.788017395190856,44.504867775579754,45.01526641845703,175381200
2019-03-26,45.71169595103682,46.00267123954299,44.023086513229856,44.55017852783203,199202000
2019-03-27,45.01765519484567,45.25854305952079,44.49294682904075,44.95087432861328,119393600
2019-03-28,45.065345337062375,45.21083297191448,44.72666997905723,45.01049041748047,83121600
2019-03-29,45.27523656677985,45.334862595503004,44.96756422056934,45.303855895996094,94256000
2019-04-01,45.70693049851085,45.71646906225277,44.92940835895731,45.61153030395508,111448000
2019-04-02,45.575759013975,46.37952050705975,45.56622044887009,46.27457809448242,91062800
2019-04-03,46.09093282614167,46.86607141183357,46.067080952406386,46.591793060302734,93087200
2019-04-04,46.458222344190496,46.83505934250355,46.06469194760166,46.67287826538086,76457200
2019-04-05,46.85413922076049,47.009169100776084,46.730116044604905,46.98531723022461,74106400
2019-04-08,46.846984690122916,47.75568491902388,46.82790392141536,47.72468185424805,103526800
2019-04-09,47.77714861794036,48.380563770007704,47.51717635283578,47.581573486328125,143072800
2019-04-10,47.38599528748367,47.87731681584689,47.26674323132718,47.84869384765625,86781200
2019-04-11,47.90355368575557,47.93932784783885,47.328757886390626,47.45039367675781,83603200
2019-04-12,47.51002317734974,47.73421764754132,46.796898139641456,47.43131637573242,111042800
2019-04-15,47.36214754820143,47.66504879296179,47.226198455924894,47.517173767089844,70146400
2019-04-16,47.57203723861774,48.027577378944855,47.35738132962048,47.521949768066406,102785600
2019-04-17,47.591116877015516,48.50697558632508,47.369309762567,48.447349548339844,115627200
